,input,output
5154,"like lt gt , same question",human
5155,my new years eve was ok i went to a party with my boyfriend who is this si then hey,human
5156,"sir, i need velusamy sir's date of birth and company bank facilities details",human
5157,k k sms chat with me,human
5158,i will come with karnan car please wait till  pm will directly goto doctor,human
5159,no but the bluray player can,human
5160,ok then r we meeting later,human
5161,lol no i just need to cash in my nitros hurry come on before i crash out,human
5162,just send a text we'll skype later,human
5163,ok leave no need to ask,human
5164,"congrats   mobile  g videophones r yours call   now videochat wid ur mates, play java games, dload polyph music, noline rentl bx  ip   we  p",spam
5165,ìï still got lessons ìï in sch,human
5166,y she dun believe leh i tot i told her it's true already i thk she muz c us tog then she believe,human
5167,oh did you charge camera,human
5168,"iû÷ve got some salt, you can rub it in my open wounds if you like",human
5169,now i'm going for lunch,human
5170,i'm in school now n i'll be in da lab doing some stuff give me a call when ì_ r done,human
5171,oh k i will come tomorrow,human
5172,"aight, text me tonight and we'll see what's up",human
5173,u  ,human
5174,water logging in desert geoenvironmental implications,human
5175,raji pls do me a favour pls convey my birthday wishes to nimya pls today is her birthday,human
5176,company is very good environment is terrific and food is really nice,human
5177,"very strange and are watching the  nd one now but i'm in bed sweet dreams, miss u",human
5178,sms auction a brand new nokia   is up   auction today auction is free   join take part txt nokia to   now,spam
5179,"hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please",human
5180,"babe i fucking love you too you know fuck it was so good to hear your voice i so need that i crave it i can't get enough i adore you, ahmad kisses",human
5181,k sure am in my relatives home sms me de pls,human
5182,i sent them do you like,human
5183,"fuuuuck i need to stop sleepin, sup",human
5184,i'm in town now so i'll jus take mrt down later,human
5185,i just cooked a rather nice salmon a la you,human
5186,i uploaded mine to facebook,human
5187,what time u wrkin,human
5188,okie,human
5189,ree entry in   a weekly comp for a chance to win an ipod txt pod to   to get entry std txt rate t c's apply   for details  ,spam
5190,our records indicate u maybe entitled to   pounds in compensation for the accident you had to claim   free reply with claim to this msg   stop txt stop,spam
5191,"sorry, i'll call later",human
5192,oh oh den muz change plan liao go back have to yan jiu again,human
5193,"it's wylie, you in tampa or sarasota",human
5194,ok take ur time n enjoy ur dinner,human
5195,darren was saying dat if u meeting da ge den we dun meet   dinner cos later u leave xy will feel awkward den u meet him   lunch lor,human
5196,"spook up your mob with a halloween collection of a logo pic message plus a free eerie tone, txt card spook to   zed  p per logo pic",spam
5197,i like cheap but iû÷m happy to splash out on the wine if it makes you feel better,human
5198,she s fine i have had difficulties with her phone it works with mine can you pls send her another friend request,human
5199,ugh my leg hurts musta overdid it on mon,human
5200,call germany for only   pence per minute call from a fixed line via access number         no prepayment direct access www telediscount co uk,spam
5201,"you ve won your   costa del sol holiday or å£  await collection call   now toclaim sae, tc s, pobox , stockport, sk xh, costå£    pm, max mins",spam
5202,wot student discount can u get on books,human
5203,me fine absolutly fine,human
5204,how come she can get it should b quite diff to guess rite,human
5205,had your mobile  mths update for free to oranges latest colour camera mobiles unlimited weekend calls call mobile upd  on freefone   or  stoptxt,spam
5206,i will reach ur home in lt gt minutes,human
5207,"babe, i'm answering you, can't you see me maybe you'd better reboot ym i got the photo it's great",human
5208,hi what you think about match,human
5209,"i know you are thinkin malaria but relax, children cant handle malaria she would have been worse and its gastroenteritis if she takes enough to replace her loss her temp will reduce and if you give her malaria meds now she will just vomit its a self limiting illness she has which means in a few days it will completely stop",human
5210,dai i downloaded but there is only exe file which i can only run that exe after installing,human
5211,it is only yesterday true true,human
5212,k k how is your business now,human
5213,  pa but not selected,human
5214,natalja   f is inviting you to be her friend reply yes   or no   see her www sms ac u nat  stop send stop frnd to  ,spam
5215,i keep ten rs in my shelf buy two egg,human
5216,i am late i will be there at,human
5217,well thats nice too bad i cant eat it,human
5218,i accidentally brought em home in the box,human
5219,pls she needs to dat slowly or she will vomit more,human
5220,i have to take exam with in march  ,human
5221,"jane babes not goin   wrk, feel ill after lst nite foned in already cover   me chuck",human
5222,  nights we nt staying at port step liao too ex,human
5223,if i die i want u to have all my stuffs,human
5224,"\oh fuck juswoke up in a bed on a boatin the docks slept wid   year old spinout giv u da gossip l r xxx\""""",human
5225,smile in pleasure smile in pain smile when trouble pours like rain smile when sum  hurts u smile becoz someone still loves to see u smiling,human
5226,prabha i'm soryda realy frm heart i'm sory,human
5227,i re met alex nichols from middle school and it turns out he's dealing,human
5228,private your   account statement for fone no shows   un redeemed s i m points call   identifier code   expires      ,spam
